Tesla vs Others,CAR MAKE,CAR MODEL,CAR MAKE AND MODEL,Year Month,Reset,SalesO,# of Auto Makers,# of Car Models,Zero Axis,Sales Tesla,Sales Non Tesla,% Sales,X,Y,Car Type1,Number of Records,Month,Sales,Year,Year Month (copy)
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,1/1/2013,Reset,257,1,1,0,,257,,0,257,Fully Electric,1,JAN,257,2013,1
NON TESLA,SMART, ED,SMART ED,1/1/2013,Reset,2,1,1,0,,2,,0,2,Fully Electric,1,JAN,2,2013,1
NON TESLA,HONDA, FIT EV,HONDA FIT EV,1/1/2013,Reset,8,1,1,0,,8,,0,8,Fully Electric,1,JAN,8,2013,1
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,1/1/2013,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,JAN,0,2013,1
NON TESLA,HONDA, ACCORD PHV,HONDA ACCORD PHV,1/1/2013,Reset,2,1,1,0,,2,,0,2,Hybrid,1,JAN,2,2013,1
NON TESLA,PORSCHE, PANAMERA S-E,PORSCHE PANAMERA S-E,1/1/2013,Reset,0,1,1,0,,0,,0,0,Hybrid,1,JAN,0,2013,1
NON TESLA,CADILLAC, ELR,CADILLAC ELR,1/1/2013,Reset,0,1,1,0,,0,,0,0,Hybrid,1,JAN,0,2013,1
NON TESLA,NISSAN, LEAF,NISSAN LEAF,1/1/2014,Reset,1252,1,1,0,,1252,,0,1252,Fully Electric,1,JAN,1252,2014,1
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,1/1/2014,Reset,918,1,1,0,,918,,0,918,Hybrid,1,JAN,918,2014,1
TESLA,TESLA, MODEL S,TESLA MODEL S,1/1/2014,Reset,800,1,1,0,800,,100,0,800,Fully Electric,1,JAN,800,2014,1
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,1/1/2014,Reset,803,1,1,0,,803,,0,803,Hybrid,1,JAN,803,2014,1
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,1/1/2014,Reset,533,1,1,0,,533,,0,533,Hybrid,1,JAN,533,2014,1
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,1/1/2014,Reset,471,1,1,0,,471,,0,471,Hybrid,1,JAN,471,2014,1
NON TESLA,FIAT, 500E,FIAT 500E,1/1/2014,Reset,310,1,1,0,,310,,0,310,Fully Electric,1,JAN,310,2014,1
NON TESLA,SMART, ED,SMART ED,1/1/2014,Reset,97,1,1,0,,97,,0,97,Fully Electric,1,JAN,97,2014,1
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,1/1/2014,Reset,100,1,1,0,,100,,0,100,Fully Electric,1,JAN,100,2014,1
NON TESLA,CADILLAC, ELR,CADILLAC ELR,1/1/2014,Reset,41,1,1,0,,41,,0,41,Hybrid,1,JAN,41,2014,1
NON TESLA,TOYOTA, RAV4 EV,TOYOTA RAV4 EV,1/1/2014,Reset,63,1,1,0,,63,,0,63,Hybrid,1,JAN,63,2014,1
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,1/1/2014,Reset,93,1,1,0,,93,,0,93,Fully Electric,1,JAN,93,2014,1
NON TESLA,PORSCHE, PANAMERA S-E,PORSCHE PANAMERA S-E,1/1/2014,Reset,141,1,1,0,,141,,0,141,Hybrid,1,JAN,141,2014,1
NON TESLA,NISSAN, LEAF,NISSAN LEAF,7/1/2011,Reset,931,1,1,0,,931,,0,-931,Fully Electric,1,JUL,931,2011,7
NON TESLA,NISSAN, LEAF,NISSAN LEAF,6/1/2011,Reset,1708,1,1,0,,1708,,854,-1479.171389664,Fully Electric,1,JUN,1708,2011,6
NON TESLA,NISSAN, LEAF,NISSAN LEAF,3/1/2011,Reset,298,1,1,0,,298,,258.075570328,149,Fully Electric,1,MAR,298,2011,3
NON TESLA,NISSAN, LEAF,NISSAN LEAF,5/1/2011,Reset,1142,1,1,0,,1142,,989.001011122,-571,Fully Electric,1,MAY,1142,2011,5
NON TESLA,NISSAN, LEAF,NISSAN LEAF,11/1/2011,Reset,672,1,1,0,,672,,-581.969071343,336,Fully Electric,1,NOV,672,2011,11
NON TESLA,NISSAN, LEAF,NISSAN LEAF,10/1/2011,Reset,849,1,1,0,,849,,-849,0,Fully Electric,1,OCT,849,2011,10
NON TESLA,NISSAN, LEAF,NISSAN LEAF,9/1/2011,Reset,1031,1,1,0,,1031,,-892.872191302,-515.5,Fully Electric,1,SEP,1031,2011,9
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,7/1/2012,Reset,38,1,1,0,,38,,0,-38,Fully Electric,1,JUL,38,2012,7
NON TESLA,HONDA, FIT EV,HONDA FIT EV,7/1/2012,Reset,7,1,1,0,,7,,0,-7,Fully Electric,1,JUL,7,2012,7
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,7/1/2012,Reset,33,1,1,0,,33,,0,-33,Fully Electric,1,JUL,33,2012,7
NON TESLA,NISSAN, LEAF,NISSAN LEAF,7/1/2012,Reset,395,1,1,0,,395,,0,-395,Fully Electric,1,JUL,395,2012,7
TESLA,TESLA, MODEL S,TESLA MODEL S,7/1/2012,Reset,19,1,1,0,19,,100,0,-19,Fully Electric,1,JUL,19,2012,7
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,6/1/2012,Reset,89,1,1,0,,89,,44.5,-77.076260937,Fully Electric,1,JUN,89,2012,6
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,6/1/2012,Reset,33,1,1,0,,33,,16.5,-28.578838325,Fully Electric,1,JUN,33,2012,6
NON TESLA,NISSAN, LEAF,NISSAN LEAF,6/1/2012,Reset,535,1,1,0,,535,,267.5,-463.323591025,Fully Electric,1,JUN,535,2012,6
TESLA,TESLA, MODEL S,TESLA MODEL S,6/1/2012,Reset,12,1,1,0,12,,100,6,-10.392304845,Fully Electric,1,JUN,12,2012,6
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,3/1/2012,Reset,56,1,1,0,,56,,48.497422612,28,Fully Electric,1,MAR,56,2012,3
NON TESLA,NISSAN, LEAF,NISSAN LEAF,3/1/2012,Reset,579,1,1,0,,579,,501.428708791,289.5,Fully Electric,1,MAR,579,2012,3
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,5/1/2012,Reset,6,1,1,0,,6,,5.196152423,-3,Fully Electric,1,MAY,6,2012,5
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,5/1/2012,Reset,85,1,1,0,,85,,73.612159322,-42.5,Fully Electric,1,MAY,85,2012,5
NON TESLA,NISSAN, LEAF,NISSAN LEAF,5/1/2012,Reset,510,1,1,0,,510,,441.672955930,-255,Fully Electric,1,MAY,510,2012,5
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,11/1/2012,Reset,172,1,1,0,,172,,-148.956369451,86,Fully Electric,1,NOV,172,2012,11
NON TESLA,HONDA, FIT EV,HONDA FIT EV,11/1/2012,Reset,26,1,1,0,,26,,-22.516660498,13,Fully Electric,1,NOV,26,2012,11
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,11/1/2012,Reset,42,1,1,0,,42,,-36.373066959,21,Fully Electric,1,NOV,42,2012,11
NON TESLA,NISSAN, LEAF,NISSAN LEAF,11/1/2012,Reset,1539,1,1,0,,1539,,-1332.813096424,769.5,Fully Electric,1,NOV,1539,2012,11
TESLA,TESLA, MODEL S,TESLA MODEL S,11/1/2012,Reset,400,1,1,0,400,,100,-346.410161514,200,Fully Electric,1,NOV,400,2012,11
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,10/1/2012,Reset,118,1,1,0,,118,,-118,0,Fully Electric,1,OCT,118,2012,10
NON TESLA,HONDA, FIT EV,HONDA FIT EV,10/1/2012,Reset,16,1,1,0,,16,,-16,0,Fully Electric,1,OCT,16,2012,10
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,10/1/2012,Reset,30,1,1,0,,30,,-30,0,Fully Electric,1,OCT,30,2012,10
NON TESLA,NISSAN, LEAF,NISSAN LEAF,10/1/2012,Reset,1579,1,1,0,,1579,,-1579,0,Fully Electric,1,OCT,1579,2012,10
TESLA,TESLA, MODEL S,TESLA MODEL S,10/1/2012,Reset,300,1,1,0,300,,100,-300,0,Fully Electric,1,OCT,300,2012,10
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,9/1/2012,Reset,59,1,1,0,,59,,-51.095498823,-29.5,Fully Electric,1,SEP,59,2012,9
NON TESLA,HONDA, FIT EV,HONDA FIT EV,9/1/2012,Reset,16,1,1,0,,16,,-13.856406461,-8,Fully Electric,1,SEP,16,2012,9
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,9/1/2012,Reset,36,1,1,0,,36,,-31.176914536,-18,Fully Electric,1,SEP,36,2012,9
NON TESLA,NISSAN, LEAF,NISSAN LEAF,9/1/2012,Reset,984,1,1,0,,984,,-852.168997324,-492,Fully Electric,1,SEP,984,2012,9
TESLA,TESLA, MODEL S,TESLA MODEL S,9/1/2012,Reset,86,1,1,0,86,,100,-74.478184725,-43,Fully Electric,1,SEP,86,2012,9
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,7/1/2013,Reset,103,1,1,0,,103,,0,-103,Fully Electric,1,JUL,103,2013,7
NON TESLA,FIAT, 500E,FIAT 500E,7/1/2013,Reset,200,1,1,0,,200,,0,-200,Fully Electric,1,JUL,200,2013,7
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,7/1/2013,Reset,150,1,1,0,,150,,0,-150,Fully Electric,1,JUL,150,2013,7
NON TESLA,HONDA, FIT EV,HONDA FIT EV,7/1/2013,Reset,63,1,1,0,,63,,0,-63,Fully Electric,1,JUL,63,2013,7
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,7/1/2013,Reset,46,1,1,0,,46,,0,-46,Fully Electric,1,JUL,46,2013,7
NON TESLA,NISSAN, LEAF,NISSAN LEAF,7/1/2013,Reset,1864,1,1,0,,1864,,0,-1864,Fully Electric,1,JUL,1864,2013,7
TESLA,TESLA, MODEL S,TESLA MODEL S,7/1/2013,Reset,1300,1,1,0,1300,,100,0,-1300,Fully Electric,1,JUL,1300,2013,7
NON TESLA,SMART, ED,SMART ED,7/1/2013,Reset,58,1,1,0,,58,,0,-58,Fully Electric,1,JUL,58,2013,7
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,6/1/2013,Reset,27,1,1,0,,27,,13.5,-23.382685902,Fully Electric,1,JUN,27,2013,6
NON TESLA,FIAT, 500E,FIAT 500E,6/1/2013,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,JUN,0,2013,6
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,6/1/2013,Reset,177,1,1,0,,177,,88.5,-153.286496470,Fully Electric,1,JUN,177,2013,6
NON TESLA,HONDA, FIT EV,HONDA FIT EV,6/1/2013,Reset,208,1,1,0,,208,,104,-180.133283987,Fully Electric,1,JUN,208,2013,6
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,6/1/2013,Reset,39,1,1,0,,39,,19.5,-33.774990748,Fully Electric,1,JUN,39,2013,6
NON TESLA,NISSAN, LEAF,NISSAN LEAF,6/1/2013,Reset,2225,1,1,0,,2225,,1112.5,-1926.906523420,Fully Electric,1,JUN,2225,2013,6
TESLA,TESLA, MODEL S,TESLA MODEL S,6/1/2013,Reset,1350,1,1,0,1350,,100,675,-1169.134295109,Fully Electric,1,JUN,1350,2013,6
NON TESLA,SMART, ED,SMART ED,6/1/2013,Reset,53,1,1,0,,53,,26.5,-45.899346401,Fully Electric,1,JUN,53,2013,6
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,3/1/2013,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,MAR,0,2013,3
NON TESLA,FIAT, 500E,FIAT 500E,3/1/2013,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,MAR,0,2013,3
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,3/1/2013,Reset,180,1,1,0,,180,,155.884572681,90,Fully Electric,1,MAR,180,2013,3
NON TESLA,HONDA, FIT EV,HONDA FIT EV,3/1/2013,Reset,23,1,1,0,,23,,19.918584287,11.5,Fully Electric,1,MAR,23,2013,3
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,3/1/2013,Reset,31,1,1,0,,31,,26.846787517,15.5,Fully Electric,1,MAR,31,2013,3
NON TESLA,NISSAN, LEAF,NISSAN LEAF,3/1/2013,Reset,2236,1,1,0,,2236,,1936.432802862,1118,Fully Electric,1,MAR,2236,2013,3
TESLA,TESLA, MODEL S,TESLA MODEL S,3/1/2013,Reset,2300,1,1,0,2300,,100,1991.858428704,1150,Fully Electric,1,MAR,2300,2013,3
NON TESLA,SMART, ED,SMART ED,3/1/2013,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,MAR,0,2013,3
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,5/1/2013,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,MAY,0,2013,5
NON TESLA,FIAT, 500E,FIAT 500E,5/1/2013,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,MAY,0,2013,5
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,5/1/2013,Reset,157,1,1,0,,157,,135.965988394,-78.5,Fully Electric,1,MAY,157,2013,5
NON TESLA,HONDA, FIT EV,HONDA FIT EV,5/1/2013,Reset,15,1,1,0,,15,,12.990381057,-7.5,Fully Electric,1,MAY,15,2013,5
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,5/1/2013,Reset,91,1,1,0,,91,,78.808311744,-45.5,Fully Electric,1,MAY,91,2013,5
NON TESLA,NISSAN, LEAF,NISSAN LEAF,5/1/2013,Reset,2138,1,1,0,,2138,,1851.562313291,-1069,Fully Electric,1,MAY,2138,2013,5
TESLA,TESLA, MODEL S,TESLA MODEL S,5/1/2013,Reset,1700,1,1,0,1700,,100,1472.243186434,-850,Fully Electric,1,MAY,1700,2013,5
NON TESLA,SMART, ED,SMART ED,5/1/2013,Reset,60,1,1,0,,60,,51.961524227,-30,Fully Electric,1,MAY,60,2013,5
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,11/1/2013,Reset,87,1,1,0,,87,,-75.344210129,43.5,Fully Electric,1,NOV,87,2013,11
NON TESLA,FIAT, 500E,FIAT 500E,11/1/2013,Reset,430,1,1,0,,430,,-372.390923627,215,Fully Electric,1,NOV,430,2013,11
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,11/1/2013,Reset,130,1,1,0,,130,,-112.583302492,65,Fully Electric,1,NOV,130,2013,11
NON TESLA,HONDA, FIT EV,HONDA FIT EV,11/1/2013,Reset,23,1,1,0,,23,,-19.918584287,11.5,Fully Electric,1,NOV,23,2013,11
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,11/1/2013,Reset,12,1,1,0,,12,,-10.392304845,6,Fully Electric,1,NOV,12,2013,11
NON TESLA,NISSAN, LEAF,NISSAN LEAF,11/1/2013,Reset,2003,1,1,0,,2003,,-1734.648883780,1001.5,Fully Electric,1,NOV,2003,2013,11
TESLA,TESLA, MODEL S,TESLA MODEL S,11/1/2013,Reset,1200,1,1,0,1200,,100,-1039.230484541,600,Fully Electric,1,NOV,1200,2013,11
NON TESLA,SMART, ED,SMART ED,11/1/2013,Reset,153,1,1,0,,153,,-132.501886779,76.5,Fully Electric,1,NOV,153,2013,11
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,10/1/2013,Reset,66,1,1,0,,66,,-66,0,Fully Electric,1,OCT,66,2013,10
NON TESLA,FIAT, 500E,FIAT 500E,10/1/2013,Reset,400,1,1,0,,400,,-400,0,Fully Electric,1,OCT,400,2013,10
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,10/1/2013,Reset,115,1,1,0,,115,,-115,0,Fully Electric,1,OCT,115,2013,10
NON TESLA,HONDA, FIT EV,HONDA FIT EV,10/1/2013,Reset,40,1,1,0,,40,,-40,0,Fully Electric,1,OCT,40,2013,10
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,10/1/2013,Reset,28,1,1,0,,28,,-28,0,Fully Electric,1,OCT,28,2013,10
NON TESLA,NISSAN, LEAF,NISSAN LEAF,10/1/2013,Reset,2002,1,1,0,,2002,,-2002,0,Fully Electric,1,OCT,2002,2013,10
TESLA,TESLA, MODEL S,TESLA MODEL S,10/1/2013,Reset,800,1,1,0,800,,100,-800,0,Fully Electric,1,OCT,800,2013,10
NON TESLA,SMART, ED,SMART ED,10/1/2013,Reset,111,1,1,0,,111,,-111,0,Fully Electric,1,OCT,111,2013,10
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,9/1/2013,Reset,78,1,1,0,,78,,-67.549981495,-39,Fully Electric,1,SEP,78,2013,9
NON TESLA,FIAT, 500E,FIAT 500E,9/1/2013,Reset,450,1,1,0,,450,,-389.711431703,-225,Fully Electric,1,SEP,450,2013,9
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,9/1/2013,Reset,110,1,1,0,,110,,-95.262794416,-55,Fully Electric,1,SEP,110,2013,9
NON TESLA,HONDA, FIT EV,HONDA FIT EV,9/1/2013,Reset,35,1,1,0,,35,,-30.310889132,-17.5,Fully Electric,1,SEP,35,2013,9
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,9/1/2013,Reset,20,1,1,0,,20,,-17.320508076,-10,Fully Electric,1,SEP,20,2013,9
NON TESLA,NISSAN, LEAF,NISSAN LEAF,9/1/2013,Reset,1953,1,1,0,,1953,,-1691.347613591,-976.5,Fully Electric,1,SEP,1953,2013,9
TESLA,TESLA, MODEL S,TESLA MODEL S,9/1/2013,Reset,1500,1,1,0,1500,,100,-1299.038105677,-750,Fully Electric,1,SEP,1500,2013,9
NON TESLA,SMART, ED,SMART ED,9/1/2013,Reset,137,1,1,0,,137,,-118.645480318,-68.5,Fully Electric,1,SEP,137,2013,9
NON TESLA,HONDA, FIT EV,HONDA FIT EV,1/1/2014,Reset,30,1,1,0,,30,,0,30,Fully Electric,1,JAN,30,2014,1
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,1/1/2014,Reset,1,1,1,0,,1,,0,1,Fully Electric,1,JAN,1,2014,1
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),7/1/2014,Reset,363,1,1,0,,363,,0,-363,Fully Electric,1,JUL,363,2014,7
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,7/1/2014,Reset,128,1,1,0,,128,,0,-128,Fully Electric,1,JUL,128,2014,7
NON TESLA,FIAT, 500E,FIAT 500E,7/1/2014,Reset,528,1,1,0,,528,,0,-528,Fully Electric,1,JUL,528,2014,7
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,7/1/2014,Reset,198,1,1,0,,198,,0,-198,Fully Electric,1,JUL,198,2014,7
NON TESLA,HONDA, FIT EV,HONDA FIT EV,7/1/2014,Reset,42,1,1,0,,42,,0,-42,Fully Electric,1,JUL,42,2014,7
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,7/1/2014,Reset,17,1,1,0,,17,,0,-17,Fully Electric,1,JUL,17,2014,7
NON TESLA,NISSAN, LEAF,NISSAN LEAF,7/1/2014,Reset,3019,1,1,0,,3019,,0,-3019,Fully Electric,1,JUL,3019,2014,7
TESLA,TESLA, MODEL S,TESLA MODEL S,7/1/2014,Reset,800,1,1,0,800,,100,0,-800,Fully Electric,1,JUL,800,2014,7
NON TESLA,SMART, ED,SMART ED,7/1/2014,Reset,298,1,1,0,,298,,0,-298,Fully Electric,1,JUL,298,2014,7
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),6/1/2014,Reset,358,1,1,0,,358,,179,-310.037094555,Fully Electric,1,JUN,358,2014,6
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,6/1/2014,Reset,85,1,1,0,,85,,42.5,-73.612159322,Fully Electric,1,JUN,85,2014,6
NON TESLA,FIAT, 500E,FIAT 500E,6/1/2014,Reset,636,1,1,0,,636,,318,-550.792156807,Fully Electric,1,JUN,636,2014,6
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,6/1/2014,Reset,197,1,1,0,,197,,98.5,-170.607004546,Fully Electric,1,JUN,197,2014,6
NON TESLA,HONDA, FIT EV,HONDA FIT EV,6/1/2014,Reset,38,1,1,0,,38,,19,-32.908965344,Fully Electric,1,JUN,38,2014,6
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,6/1/2014,Reset,22,1,1,0,,22,,11,-19.052558883,Fully Electric,1,JUN,22,2014,6
NON TESLA,NISSAN, LEAF,NISSAN LEAF,6/1/2014,Reset,2347,1,1,0,,2347,,1173.5,-2032.561622682,Fully Electric,1,JUN,2347,2014,6
TESLA,TESLA, MODEL S,TESLA MODEL S,6/1/2014,Reset,1500,1,1,0,1500,,100,750,-1299.038105677,Fully Electric,1,JUN,1500,2014,6
NON TESLA,SMART, ED,SMART ED,6/1/2014,Reset,278,1,1,0,,278,,139,-240.755062252,Fully Electric,1,JUN,278,2014,6
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,3/1/2014,Reset,108,1,1,0,,108,,93.530743609,54,Fully Electric,1,MAR,108,2014,3
NON TESLA,FIAT, 500E,FIAT 500E,3/1/2014,Reset,644,1,1,0,,644,,557.720360037,322,Fully Electric,1,MAR,644,2014,3
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,3/1/2014,Reset,177,1,1,0,,177,,153.286496470,88.5,Fully Electric,1,MAR,177,2014,3
NON TESLA,HONDA, FIT EV,HONDA FIT EV,3/1/2014,Reset,37,1,1,0,,37,,32.042939940,18.5,Fully Electric,1,MAR,37,2014,3
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,3/1/2014,Reset,24,1,1,0,,24,,20.784609691,12,Fully Electric,1,MAR,24,2014,3
NON TESLA,NISSAN, LEAF,NISSAN LEAF,3/1/2014,Reset,2507,1,1,0,,2507,,2171.125687288,1253.5,Fully Electric,1,MAR,2507,2014,3
TESLA,TESLA, MODEL S,TESLA MODEL S,3/1/2014,Reset,1300,1,1,0,1300,,100,1125.833024920,650,Fully Electric,1,MAR,1300,2014,3
NON TESLA,SMART, ED,SMART ED,3/1/2014,Reset,186,1,1,0,,186,,161.080725104,93,Fully Electric,1,MAR,186,2014,3
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),5/1/2014,Reset,336,1,1,0,,336,,290.984535672,-168,Fully Electric,1,MAY,336,2014,5
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,5/1/2014,Reset,182,1,1,0,,182,,157.616623489,-91,Fully Electric,1,MAY,182,2014,5
NON TESLA,FIAT, 500E,FIAT 500E,5/1/2014,Reset,476,1,1,0,,476,,412.228092201,-238,Fully Electric,1,MAY,476,2014,5
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,5/1/2014,Reset,177,1,1,0,,177,,153.286496470,-88.5,Fully Electric,1,MAY,177,2014,5
NON TESLA,HONDA, FIT EV,HONDA FIT EV,5/1/2014,Reset,33,1,1,0,,33,,28.578838325,-16.5,Fully Electric,1,MAY,33,2014,5
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,5/1/2014,Reset,35,1,1,0,,35,,30.310889132,-17.5,Fully Electric,1,MAY,35,2014,5
NON TESLA,NISSAN, LEAF,NISSAN LEAF,5/1/2014,Reset,3117,1,1,0,,3117,,2699.401183596,-1558.5,Fully Electric,1,MAY,3117,2014,5
TESLA,TESLA, MODEL S,TESLA MODEL S,5/1/2014,Reset,1000,1,1,0,1000,,100,866.025403784,-500,Fully Electric,1,MAY,1000,2014,5
NON TESLA,SMART, ED,SMART ED,5/1/2014,Reset,208,1,1,0,,208,,180.133283987,-104,Fully Electric,1,MAY,208,2014,5
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),11/1/2014,Reset,816,1,1,0,,816,,-706.676729488,408,Fully Electric,1,NOV,816,2014,11
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,11/1/2014,Reset,61,1,1,0,,61,,-52.827549631,30.5,Fully Electric,1,NOV,61,2014,11
NON TESLA,FIAT, 500E,FIAT 500E,11/1/2014,Reset,211,1,1,0,,211,,-182.731360199,105.5,Fully Electric,1,NOV,211,2014,11
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,11/1/2014,Reset,191,1,1,0,,191,,-165.410852123,95.5,Fully Electric,1,NOV,191,2014,11
NON TESLA,HONDA, FIT EV,HONDA FIT EV,11/1/2014,Reset,5,1,1,0,,5,,-4.330127019,2.5,Fully Electric,1,NOV,5,2014,11
NON TESLA,KIA, SOUL EV,KIA SOUL EV,11/1/2014,Reset,140,1,1,0,,140,,-121.243556530,70,Fully Electric,1,NOV,140,2014,11
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,11/1/2014,Reset,18,1,1,0,,18,,-15.588457268,9,Fully Electric,1,NOV,18,2014,11
NON TESLA,NISSAN, LEAF,NISSAN LEAF,11/1/2014,Reset,2687,1,1,0,,2687,,-2327.010259969,1343.5,Fully Electric,1,NOV,2687,2014,11
TESLA,TESLA, MODEL S,TESLA MODEL S,11/1/2014,Reset,1200,1,1,0,1200,,100,-1039.230484541,600,Fully Electric,1,NOV,1200,2014,11
NON TESLA,VW, E-GOLF,VW E-GOLF,11/1/2014,Reset,119,1,1,0,,119,,-103.057023050,59.5,Fully Electric,1,NOV,119,2014,11
NON TESLA,SMART, ED,SMART ED,11/1/2014,Reset,313,1,1,0,,313,,-271.065951385,156.5,Fully Electric,1,NOV,313,2014,11
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),10/1/2014,Reset,1159,1,1,0,,1159,,-1159,0,Fully Electric,1,OCT,1159,2014,10
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,10/1/2014,Reset,58,1,1,0,,58,,-58,0,Fully Electric,1,OCT,58,2014,10
NON TESLA,FIAT, 500E,FIAT 500E,10/1/2014,Reset,217,1,1,0,,217,,-217,0,Fully Electric,1,OCT,217,2014,10
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,10/1/2014,Reset,186,1,1,0,,186,,-186,0,Fully Electric,1,OCT,186,2014,10
NON TESLA,HONDA, FIT EV,HONDA FIT EV,10/1/2014,Reset,23,1,1,0,,23,,-23,0,Fully Electric,1,OCT,23,2014,10
NON TESLA,KIA, SOUL EV,KIA SOUL EV,10/1/2014,Reset,109,1,1,0,,109,,-109,0,Fully Electric,1,OCT,109,2014,10
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,10/1/2014,Reset,17,1,1,0,,17,,-17,0,Fully Electric,1,OCT,17,2014,10
NON TESLA,NISSAN, LEAF,NISSAN LEAF,10/1/2014,Reset,2589,1,1,0,,2589,,-2589,0,Fully Electric,1,OCT,2589,2014,10
